x,y,z,excitons,e_field,nestid,ed,t,eventid,cluster_id,electrons,photons
-3.619898967097845,-17.743725151668194,-102.05792041381885,0,23,7,0,0,0,1,3258.474413728827,943.6532290016232
24.052734263557486,-28.36780846438981,-138.0269311490804,0,23,7,0,0,1,2,5608.9487716751755,1200.5520449345627
32.49515097324429,-12.445451385836941,-100.16352513661207,0,23,7,0,0,2,3,4166.0705756812,786.5168599530166
-8.812343005371302,2.942406402137743,-128.35202049713877,0,23,7,0,0,3,4,4231.840552281625,763.0331343203374
-27.376602277459906,-2.5881785923538048,-107.54614234395173,0,23,7,0,0,4,5,5437.075943144776,851.3890848286405
12.997778234627349,-18.38157365443333,-95.40125933042285,0,23,7,0,0,5,6,4345.543427087618,781.6212612258252
-11.1811366394704,4.0141470017762595,-63.69756639208224,0,23,7,0,0,6,7,5132.782256543994,897.2983330140778
12.38407665946751,-8.723110735822068,-106.67757882429052,0,23,7,0,0,7,8,3795.73266560168,501.9356310628848
-21.8343532369194,0.20337827229132896,-24.715037900839032,0,23,7,0,0,8,9,3075.4643037202914,684.3177734743177
-4.4015938518380775,6.197008234472601,-36.151513910048386,0,23,7,0,0,9,10,3123.4886052320294,580.3240891664473
-8.055580798917031,-37.30071234035555,-35.80598842862187,0,23,7,0,0,10,11,3941.3744155793665,822.731628199163
32.00458921456653,16.408825666270914,-118.87418772757354,0,23,7,0,0,11,12,4038.974141853693,1025.8825347269396
-13.548952437891097,27.67814976393561,-37.49390951228433,0,23,7,0,0,12,13,4622.641709805362,708.1543170069835
19.102639338947405,-15.747289160611915,-23.492277319342968,0,23,7,0,0,13,14,5666.320835019899,1435.7976631072772
6.297491033686753,-0.5313912329166333,-107.03217946874445,0,23,7,0,0,14,15,3656.8800236807633,865.7399849063078
-20.153001528669616,-13.074255690098953,-122.618312541214,0,23,7,0,0,15,16,3112.3357722001415,690.369597643439
24.351608617848477,-25.56411743779075,-139.8722416344117,0,23,7,0,0,16,17,4527.88222319717,1036.5116446676664
-29.38871688060874,-13.942569627830832,-12.259814883716398,0,23,7,0,0,17,18,4687.295920262519,1287.1590908543774
-11.01838449288404,4.3934604956162735,-78.63667103756191,0,23,7,0,0,18,19,4112.580221985412,806.8432578562962
5.402575661548289,-6.965078369680822,-113.80077655192633,0,23,7,0,0,19,20,4421.795294309073,590.2222730372986
-8.17878177471509,-3.4600275434093093,-105.9644069951245,0,23,7,0,0,20,21,4564.889068748813,957.6872010858544
-9.54853263607443,-18.31133377731533,-1.8941679291259028,0,23,7,0,0,21,22,5080.681781980608,923.4946728958595
-34.73450225460136,0.5916336205679459,-2.1340886837454858,0,23,7,0,0,22,23,3388.8317356581992,1014.8245418711715
-34.87486000630669,7.088999364314992,-8.597774903905078,0,23,7,0,0,23,24,4313.757121776678,635.5832213771852
2.1760692599767837,-38.94635188550341,-44.81228721315769,0,23,7,0,0,24,25,4444.429420328977,605.4727587185898
3.192053867185072,32.48952540508622,-78.05473150383806,0,23,7,0,0,25,26,4838.804335777158,863.5299917130544
-10.249402090576762,-5.417605304224533,-130.9285780597577,0,23,7,0,0,26,27,4404.229878990942,1061.6179702213883
-24.27306752611611,4.514423577481168,-129.4556223354705,0,23,7,0,0,27,28,3797.7487255011188,507.8250074379195
-25.753736889436976,22.465749175084603,-8.053794176140991,0,23,7,0,0,28,29,4808.852286988159,624.5392639765134
-4.161334174275965,-29.814221483910984,-88.76149936138573,0,23,7,0,0,29,30,3165.5695727405446,463.99407339229066
-23.74459373593664,-3.1640696935723773,-41.927692986113705,0,23,7,0,0,30,31,5541.348625196372,892.4189844541306
-26.39836999758257,-5.629646209754265,-71.25247486349349,0,23,7,0,0,31,32,3383.158944880054,837.9945899854113
